type_of_food,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,seasonality,preparation_method,geographical_location,pricing,wastage_food_amount
Meat,209,Corporate,598,Refrigerated,Occasional,Spring,Finger Food,Alexandria,High,21
Bakery,389,Birthday,159,Room Temperature,Regular,Autumn,Finger Food,Alexandria,Low,42
Vegetables,305,Festival,200,Frozen,Occasional,Winter,Plated,Upper Egypt,High,9
Bakery,213,Wedding,564,Frozen,Regular,Summer,Plated,Delta,Moderate,85
Vegetables,303,Wedding,435,Refrigerated,Occasional,Winter,Plated,Giza,High,33
Meat,493,Birthday,549,Frozen,Occasional,Summer,Plated,Giza,Low,75
Dairy,222,Festival,534,Room Temperature,Occasional,Spring,Buffet,Delta,High,41
Fruits,406,Birthday,453,Refrigerated,Regular,Summer,Plated,Cairo,High,43
Dairy,385,Birthday,190,Room Temperature,Occasional,Summer,Buffet,Giza,Low,100
Vegetables,426,Corporate,420,Frozen,Regular,Winter,Finger Food,Mansoura,High,26
Meat,99,Wedding,535,Refrigerated,Regular,All Seasons,Plated,Upper Egypt,Moderate,80
Dairy,126,Festival,300,Refrigerated,Regular,Winter,Finger Food,Mansoura,Moderate,93
Bakery,138,Festival,141,Room Temperature,Occasional,Summer,Plated,Upper Egypt,Moderate,52
Meat,111,Corporate,134,Refrigerated,Occasional,Autumn,Buffet,Cairo,High,78
Bakery,295,Wedding,146,Frozen,Regular,Spring,Finger Food,Upper Egypt,High,60
Fruits,342,Birthday,151,Room Temperature,Regular,Autumn,Buffet,Mansoura,High,7
Dairy,334,Festival,115,Frozen,Regular,Winter,Plated,Cairo,Low,81
Vegetables,52,Festival,371,Refrigerated,Regular,Winter,Plated,Giza,High,25
Meat,337,Wedding,85,Refrigerated,Regular,Autumn,Finger Food,Alexandria,High,26
Dairy,386,Corporate,304,Room Temperature,Regular,Autumn,Finger Food,Upper Egypt,High,61
Vegetables,345,Festival,370,Frozen,Occasional,Autumn,Plated,Delta,Low,93
Meat,389,Corporate,292,Refrigerated,Regular,Winter,Finger Food,Giza,Low,82
Bakery,160,Wedding,334,Refrigerated,Occasional,All Seasons,Plated,Alexandria,Moderate,53
Vegetables,254,Festival,135,Room Temperature,Occasional,Winter,Plated,Giza,Low,85
Fruits,374,Birthday,431,Frozen,Regular,Spring,Buffet,Alexandria,Moderate,53
Meat,359,Birthday,129,Room Temperature,Regular,Autumn,Buffet,Upper Egypt,High,57
Meat,218,Corporate,421,Room Temperature,Occasional,Winter,Buffet,Alexandria,Low,17
Dairy,163,Festival,157,Refrigerated,Regular,Autumn,Plated,Alexandria,High,67
Meat,320,Wedding,338,Frozen,Occasional,Autumn,Buffet,Cairo,Low,45
Dairy,142,Wedding,594,Frozen,Occasional,Spring,Plated,Giza,Moderate,6
Bakery,415,Birthday,179,Refrigerated,Occasional,Autumn,Plated,Alexandria,Low,97
Fruits,412,Birthday,478,Frozen,Occasional,Winter,Finger Food,Alexandria,Moderate,69
Fruits,191,Festival,583,Frozen,Regular,Summer,Plated,Cairo,Moderate,57
Fruits,482,Corporate,131,Refrigerated,Regular,All Seasons,Buffet,Delta,Low,15
Fruits,333,Festival,60,Room Temperature,Regular,Spring,Finger Food,Delta,High,91
Bakery,407,Corporate,465,Refrigerated,Regular,All Seasons,Plated,Mansoura,High,73
Fruits,175,Corporate,509,Refrigerated,Regular,Winter,Buffet,Alexandria,Low,70
Fruits,76,Festival,557,Room Temperature,Regular,Summer,Buffet,Alexandria,High,36
Bakery,485,Corporate,347,Room Temperature,Occasional,Summer,Finger Food,Giza,Low,99
Bakery,251,Birthday,362,Frozen,Regular,Spring,Plated,Mansoura,Low,50
Meat,365,Festival,386,Room Temperature,Occasional,All Seasons,Buffet,Alexandria,High,28
Dairy,231,Corporate,153,Room Temperature,Occasional,Winter,Buffet,Delta,High,24
Dairy,113,Festival,57,Refrigerated,Occasional,Winter,Finger Food,Mansoura,Moderate,43
Fruits,269,Birthday,599,Room Temperature,Regular,Spring,Plated,Mansoura,Low,22
Fruits,432,Festival,55,Room Temperature,Regular,All Seasons,Buffet,Alexandria,Low,22
Dairy,265,Wedding,82,Refrigerated,Regular,Spring,Plated,Alexandria,Low,58
Dairy,331,Festival,180,Room Temperature,Occasional,Autumn,Plated,Upper Egypt,Moderate,21
Meat,105,Corporate,179,Refrigerated,Occasional,Autumn,Buffet,Upper Egypt,Low,11
Fruits,269,Corporate,494,Room Temperature,Occasional,Summer,Finger Food,Cairo,Moderate,36
Bakery,128,Birthday,305,Room Temperature,Regular,Summer,Plated,Giza,High,59
Vegetables,292,Corporate,564,Frozen,Regular,Winter,Plated,Upper Egypt,High,24
Vegetables,111,Birthday,460,Refrigerated,Occasional,Winter,Buffet,Mansoura,Low,83
Vegetables,96,Corporate,439,Room Temperature,Occasional,Winter,Buffet,Alexandria,Moderate,66
Meat,311,Festival,102,Room Temperature,Regular,Summer,Finger Food,Alexandria,Moderate,96
Dairy,176,Wedding,98,Refrigerated,Regular,All Seasons,Buffet,Upper Egypt,High,46
Vegetables,196,Festival,336,Frozen,Regular,Spring,Buffet,Alexandria,Moderate,51
Fruits,205,Corporate,149,Frozen,Regular,Autumn,Buffet,Alexandria,Moderate,99
Fruits,430,Wedding,293,Frozen,Occasional,Winter,Plated,Mansoura,Low,18
Vegetables,372,Corporate,92,Frozen,Regular,Winter,Plated,Mansoura,Low,14
Bakery,366,Wedding,358,Frozen,Occasional,Winter,Plated,Upper Egypt,Low,10
Vegetables,148,Festival,308,Frozen,Occasional,Summer,Finger Food,Upper Egypt,High,20
Dairy,84,Festival,479,Frozen,Regular,Winter,Plated,Alexandria,High,21
Fruits,73,Corporate,244,Frozen,Occasional,Spring,Plated,Delta,High,14
Vegetables,274,Festival,449,Room Temperature,Occasional,Winter,Buffet,Cairo,Low,78
Vegetables,353,Corporate,575,Room Temperature,Occasional,Summer,Buffet,Alexandria,High,39
Bakery,110,Birthday,279,Refrigerated,Regular,Summer,Buffet,Upper Egypt,Low,40
Vegetables,188,Corporate,304,Refrigerated,Regular,All Seasons,Plated,Alexandria,High,82
Fruits,216,Corporate,320,Frozen,Regular,Spring,Plated,Alexandria,Moderate,12
Meat,471,Wedding,274,Frozen,Occasional,Winter,Finger Food,Cairo,High,89
Bakery,104,Festival,313,Frozen,Regular,Spring,Buffet,Alexandria,Moderate,31
Bakery,372,Festival,209,Room Temperature,Regular,Spring,Finger Food,Giza,Moderate,16
Dairy,142,Festival,239,Refrigerated,Regular,Autumn,Finger Food,Upper Egypt,Low,87
Fruits,60,Wedding,216,Refrigerated,Occasional,Autumn,Buffet,Cairo,Low,14
Dairy,175,Festival,462,Refrigerated,Regular,All Seasons,Plated,Cairo,Moderate,54
Meat,106,Corporate,94,Refrigerated,Regular,All Seasons,Finger Food,Giza,High,81
Meat,455,Corporate,158,Frozen,Occasional,All Seasons,Buffet,Giza,Moderate,77
Dairy,467,Birthday,364,Room Temperature,Occasional,Winter,Buffet,Cairo,High,93
Fruits,371,Corporate,71,Refrigerated,Regular,Autumn,Finger Food,Cairo,High,58
Vegetables,50,Birthday,74,Refrigerated,Occasional,Spring,Buffet,Alexandria,High,41
Vegetables,500,Festival,165,Room Temperature,Regular,All Seasons,Buffet,Cairo,Moderate,50
Meat,365,Wedding,171,Room Temperature,Regular,All Seasons,Plated,Giza,Low,59
Bakery,221,Birthday,485,Refrigerated,Occasional,Autumn,Finger Food,Alexandria,Low,39
Dairy,388,Wedding,321,Frozen,Regular,All Seasons,Buffet,Upper Egypt,Low,45
Vegetables,249,Festival,539,Refrigerated,Regular,Autumn,Finger Food,Upper Egypt,Moderate,23
Meat,215,Birthday,236,Room Temperature,Occasional,Summer,Finger Food,Mansoura,Moderate,93
Dairy,358,Wedding,191,Frozen,Regular,Spring,Finger Food,Delta,Moderate,73
Bakery,302,Birthday,443,Refrigerated,Occasional,Autumn,Plated,Upper Egypt,High,33
Meat,170,Wedding,52,Refrigerated,Regular,Summer,Plated,Mansoura,Low,19
Meat,228,Wedding,192,Room Temperature,Occasional,Winter,Plated,Mansoura,Low,31
Vegetables,78,Birthday,170,Frozen,Regular,Spring,Plated,Cairo,High,59
Fruits,77,Corporate,125,Room Temperature,Regular,All Seasons,Buffet,Alexandria,Low,15
Vegetables,89,Corporate,476,Refrigerated,Regular,Spring,Plated,Giza,High,72
Fruits,290,Festival,395,Room Temperature,Regular,Summer,Buffet,Giza,Low,87
Meat,359,Birthday,565,Refrigerated,Regular,Spring,Finger Food,Upper Egypt,Moderate,75
Fruits,342,Wedding,282,Room Temperature,Regular,Summer,Buffet,Delta,Moderate,21
Vegetables,255,Corporate,274,Room Temperature,Regular,Autumn,Plated,Cairo,High,64
Dairy,210,Festival,439,Refrigerated,Regular,Summer,Plated,Mansoura,Low,39
Meat,103,Corporate,421,Frozen,Occasional,All Seasons,Buffet,Alexandria,Low,74
Meat,83,Birthday,61,Room Temperature,Regular,Autumn,Buffet,Upper Egypt,Low,35
Fruits,93,Corporate,545,Refrigerated,Regular,Summer,Buffet,Alexandria,Low,50
Fruits,253,Birthday,372,Room Temperature,Occasional,Winter,Plated,Upper Egypt,Low,47
Dairy,429,Corporate,564,Refrigerated,Regular,Autumn,Finger Food,Mansoura,High,9
Fruits,132,Birthday,524,Refrigerated,Regular,Winter,Buffet,Upper Egypt,High,23
Vegetables,306,Wedding,508,Refrigerated,Occasional,Summer,Finger Food,Delta,Moderate,10
Dairy,172,Birthday,126,Refrigerated,Occasional,All Seasons,Buffet,Giza,Moderate,75
Meat,305,Corporate,515,Room Temperature,Regular,Summer,Buffet,Cairo,Moderate,78
Fruits,230,Corporate,122,Refrigerated,Occasional,Summer,Finger Food,Alexandria,Moderate,88
Vegetables,113,Festival,90,Room Temperature,Occasional,Spring,Finger Food,Delta,High,21
Dairy,237,Wedding,432,Refrigerated,Occasional,Autumn,Finger Food,Alexandria,High,10
Bakery,379,Corporate,300,Frozen,Regular,Winter,Buffet,Alexandria,Moderate,25
Bakery,254,Corporate,278,Room Temperature,Occasional,All Seasons,Finger Food,Mansoura,Moderate,87
Bakery,468,Festival,161,Refrigerated,Regular,All Seasons,Finger Food,Mansoura,Low,56
Fruits,83,Wedding,400,Frozen,Occasional,Winter,Plated,Upper Egypt,Moderate,19
Fruits,282,Corporate,209,Room Temperature,Regular,Winter,Finger Food,Delta,Low,81
Dairy,81,Wedding,490,Room Temperature,Regular,All Seasons,Buffet,Cairo,High,59
Fruits,179,Birthday,135,Refrigerated,Regular,Summer,Finger Food,Cairo,Moderate,96
Dairy,496,Festival,587,Refrigerated,Occasional,Winter,Buffet,Cairo,Moderate,48
Fruits,134,Birthday,407,Room Temperature,Occasional,Spring,Plated,Upper Egypt,Low,94
Dairy,231,Festival,60,Frozen,Regular,All Seasons,Plated,Upper Egypt,High,83
Vegetables,215,Wedding,64,Refrigerated,Occasional,Winter,Finger Food,Alexandria,Low,91
Dairy,184,Corporate,511,Refrigerated,Occasional,Autumn,Buffet,Cairo,Low,100
Vegetables,265,Birthday,436,Refrigerated,Occasional,Winter,Buffet,Upper Egypt,High,6
Fruits,466,Wedding,66,Room Temperature,Occasional,Autumn,Buffet,Upper Egypt,Moderate,88
Dairy,261,Festival,410,Room Temperature,Occasional,Autumn,Finger Food,Cairo,Low,63
Dairy,241,Birthday,216,Frozen,Occasional,Spring,Finger Food,Upper Egypt,High,92
Dairy,374,Wedding,151,Refrigerated,Regular,All Seasons,Plated,Cairo,High,57
Meat,304,Corporate,504,Frozen,Regular,Summer,Finger Food,Giza,Low,63
Bakery,245,Corporate,250,Room Temperature,Regular,Summer,Finger Food,Mansoura,High,95
Dairy,53,Wedding,279,Frozen,Occasional,Summer,Plated,Alexandria,Moderate,58
Vegetables,52,Festival,83,Refrigerated,Regular,Winter,Finger Food,Delta,High,81
Fruits,221,Birthday,490,Refrigerated,Occasional,Winter,Plated,Upper Egypt,Moderate,11
Bakery,269,Birthday,449,Frozen,Regular,Spring,Finger Food,Delta,Low,60
Vegetables,100,Birthday,566,Refrigerated,Occasional,Summer,Plated,Giza,Moderate,31
Meat,97,Corporate,497,Refrigerated,Regular,All Seasons,Plated,Upper Egypt,High,15
Bakery,245,Corporate,183,Room Temperature,Occasional,Winter,Buffet,Upper Egypt,Low,43
Vegetables,324,Birthday,437,Room Temperature,Regular,Summer,Buffet,Giza,High,7
Bakery,493,Corporate,163,Room Temperature,Regular,All Seasons,Buffet,Alexandria,Moderate,28
Meat,89,Festival,420,Refrigerated,Occasional,All Seasons,Finger Food,Cairo,Moderate,14
Dairy,370,Corporate,265,Frozen,Occasional,Spring,Finger Food,Upper Egypt,Moderate,25
Vegetables,202,Corporate,232,Frozen,Regular,All Seasons,Finger Food,Alexandria,Moderate,83
Bakery,329,Corporate,212,Frozen,Occasional,All Seasons,Buffet,Delta,Low,73
Meat,315,Birthday,271,Room Temperature,Regular,Winter,Buffet,Alexandria,Low,33
Meat,422,Birthday,324,Room Temperature,Occasional,Winter,Buffet,Alexandria,High,75
Fruits,289,Festival,496,Frozen,Occasional,Winter,Finger Food,Giza,Low,92
Fruits,251,Corporate,369,Refrigerated,Regular,Spring,Finger Food,Mansoura,Moderate,81
Fruits,467,Wedding,160,Frozen,Occasional,Spring,Buffet,Delta,Moderate,52
Meat,280,Birthday,84,Frozen,Occasional,Autumn,Finger Food,Alexandria,High,87
Bakery,230,Festival,80,Refrigerated,Regular,Summer,Finger Food,Giza,Moderate,36
Meat,160,Wedding,430,Refrigerated,Occasional,All Seasons,Buffet,Alexandria,High,6
Fruits,159,Festival,379,Refrigerated,Regular,Spring,Finger Food,Delta,Low,72
Vegetables,102,Wedding,126,Frozen,Occasional,Spring,Finger Food,Alexandria,Low,30
Meat,460,Festival,560,Refrigerated,Occasional,Spring,Buffet,Cairo,Moderate,26
Bakery,217,Festival,292,Frozen,Regular,Summer,Buffet,Upper Egypt,High,5
Dairy,195,Birthday,462,Refrigerated,Regular,Summer,Plated,Cairo,Low,65
Meat,474,Festival,358,Room Temperature,Occasional,Summer,Finger Food,Cairo,High,45
Dairy,363,Corporate,452,Room Temperature,Occasional,Spring,Plated,Cairo,Moderate,84
Meat,64,Birthday,98,Refrigerated,Regular,All Seasons,Finger Food,Upper Egypt,High,60
Vegetables,137,Corporate,245,Frozen,Occasional,Autumn,Buffet,Upper Egypt,Low,38
Meat,106,Corporate,361,Refrigerated,Occasional,Summer,Plated,Delta,Moderate,39
Vegetables,120,Festival,172,Refrigerated,Occasional,Winter,Plated,Mansoura,High,62
Meat,317,Birthday,539,Frozen,Occasional,Summer,Finger Food,Upper Egypt,Moderate,33
Meat,185,Wedding,134,Room Temperature,Regular,Winter,Plated,Cairo,Low,68
Meat,158,Corporate,271,Room Temperature,Occasional,Winter,Finger Food,Cairo,Moderate,31
Bakery,439,Wedding,369,Frozen,Occasional,Winter,Plated,Cairo,Low,33
Fruits,247,Festival,575,Refrigerated,Occasional,Winter,Buffet,Alexandria,Moderate,26
Fruits,495,Corporate,200,Room Temperature,Regular,All Seasons,Buffet,Cairo,Moderate,28
Fruits,64,Festival,593,Room Temperature,Occasional,Summer,Buffet,Delta,Low,50
Dairy,158,Birthday,456,Frozen,Occasional,Autumn,Finger Food,Cairo,Moderate,39
Fruits,100,Corporate,441,Frozen,Occasional,Winter,Finger Food,Giza,Moderate,27
Bakery,191,Festival,581,Room Temperature,Regular,All Seasons,Plated,Giza,Low,33
Meat,77,Corporate,322,Refrigerated,Regular,Autumn,Buffet,Alexandria,Low,84
Dairy,250,Festival,153,Refrigerated,Occasional,Spring,Buffet,Giza,Low,49
Fruits,411,Wedding,53,Refrigerated,Regular,Autumn,Plated,Delta,Moderate,99
Fruits,486,Birthday,224,Room Temperature,Regular,Winter,Buffet,Alexandria,Moderate,23
Meat,391,Festival,488,Room Temperature,Regular,Winter,Finger Food,Cairo,Low,91
Meat,354,Wedding,535,Frozen,Regular,Spring,Buffet,Mansoura,Low,10
Meat,340,Wedding,283,Frozen,Regular,Winter,Buffet,Cairo,Moderate,99
Fruits,281,Festival,409,Frozen,Occasional,Spring,Finger Food,Alexandria,Moderate,6
Fruits,204,Wedding,580,Frozen,Occasional,All Seasons,Finger Food,Upper Egypt,High,98
Meat,125,Festival,275,Frozen,Regular,Summer,Finger Food,Cairo,Low,78
Dairy,234,Birthday,141,Refrigerated,Occasional,All Seasons,Finger Food,Upper Egypt,High,74
Dairy,498,Birthday,321,Frozen,Occasional,Summer,Finger Food,Delta,Moderate,40
Fruits,147,Corporate,582,Frozen,Occasional,Autumn,Buffet,Mansoura,Moderate,77
Fruits,197,Corporate,58,Room Temperature,Regular,Spring,Plated,Giza,High,42
Bakery,335,Birthday,360,Room Temperature,Occasional,All Seasons,Finger Food,Cairo,Moderate,10
Vegetables,194,Corporate,104,Room Temperature,Occasional,All Seasons,Finger Food,Alexandria,High,5
Meat,178,Birthday,408,Room Temperature,Regular,All Seasons,Plated,Alexandria,Low,98
Vegetables,271,Corporate,347,Refrigerated,Regular,Spring,Finger Food,Giza,High,86
Dairy,266,Festival,150,Room Temperature,Occasional,Autumn,Finger Food,Giza,High,60
Fruits,461,Birthday,254,Room Temperature,Regular,Spring,Plated,Giza,Moderate,44
Meat,202,Festival,237,Room Temperature,Occasional,All Seasons,Buffet,Delta,Moderate,93
Fruits,307,Wedding,529,Room Temperature,Occasional,Spring,Finger Food,Mansoura,Moderate,8
Bakery,63,Festival,140,Refrigerated,Occasional,Winter,Plated,Delta,Moderate,21
Bakery,328,Wedding,104,Room Temperature,Regular,Spring,Plated,Cairo,Moderate,71
Dairy,479,Corporate,136,Refrigerated,Occasional,All Seasons,Finger Food,Delta,Low,42
Bakery,296,Wedding,112,Refrigerated,Regular,Winter,Plated,Giza,High,99
Dairy,119,Birthday,208,Room Temperature,Occasional,All Seasons,Finger Food,Delta,High,30
Meat,84,Corporate,206,Frozen,Regular,Autumn,Buffet,Giza,Low,18
Dairy,62,Festival,450,Refrigerated,Regular,Summer,Finger Food,Mansoura,Low,35
Bakery,183,Festival,176,Room Temperature,Regular,All Seasons,Buffet,Giza,High,89
Vegetables,137,Birthday,537,Room Temperature,Occasional,Summer,Plated,Cairo,High,68
Fruits,391,Wedding,450,Room Temperature,Regular,Spring,Finger Food,Mansoura,Low,8
Fruits,284,Corporate,448,Refrigerated,Occasional,All Seasons,Plated,Upper Egypt,High,84
Dairy,71,Wedding,192,Room Temperature,Occasional,Summer,Buffet,Giza,Moderate,69
Bakery,157,Wedding,587,Room Temperature,Regular,Winter,Plated,Giza,Moderate,88
Bakery,223,Festival,193,Room Temperature,Occasional,Spring,Buffet,Upper Egypt,Moderate,53
Dairy,360,Birthday,569,Frozen,Occasional,Winter,Plated,Alexandria,High,79
Fruits,349,Festival,119,Refrigerated,Regular,Winter,Buffet,Cairo,High,18
Dairy,397,Festival,381,Refrigerated,Regular,All Seasons,Buffet,Upper Egypt,Moderate,58
Meat,81,Wedding,167,Refrigerated,Regular,Spring,Finger Food,Delta,High,8
Vegetables,214,Corporate,510,Room Temperature,Regular,Autumn,Plated,Giza,Low,37
Dairy,274,Wedding,280,Refrigerated,Regular,Spring,Plated,Giza,Low,79
Meat,372,Corporate,258,Refrigerated,Regular,All Seasons,Finger Food,Mansoura,High,74
Meat,224,Birthday,590,Room Temperature,Regular,Winter,Plated,Mansoura,High,50
Fruits,366,Birthday,118,Room Temperature,Occasional,Spring,Buffet,Delta,Low,21
Bakery,202,Corporate,170,Room Temperature,Regular,All Seasons,Plated,Delta,Moderate,7
Vegetables,470,Wedding,307,Room Temperature,Occasional,All Seasons,Buffet,Alexandria,Low,73
Bakery,173,Wedding,458,Frozen,Regular,Autumn,Plated,Cairo,High,65
Fruits,384,Corporate,83,Room Temperature,Occasional,Summer,Buffet,Alexandria,Low,22
Vegetables,330,Wedding,113,Refrigerated,Occasional,All Seasons,Plated,Delta,High,9
Fruits,86,Festival,132,Frozen,Occasional,Winter,Finger Food,Upper Egypt,Low,18
Meat,304,Birthday,408,Room Temperature,Occasional,Summer,Buffet,Cairo,Low,8
Vegetables,323,Festival,68,Frozen,Occasional,All Seasons,Finger Food,Mansoura,High,21
Dairy,409,Festival,191,Refrigerated,Occasional,All Seasons,Plated,Alexandria,Moderate,29
Fruits,273,Corporate,293,Refrigerated,Regular,Autumn,Buffet,Giza,Moderate,100
Bakery,340,Corporate,65,Frozen,Regular,All Seasons,Buffet,Cairo,Low,61
Vegetables,194,Corporate,371,Room Temperature,Regular,Summer,Buffet,Delta,Moderate,66
Meat,386,Corporate,128,Room Temperature,Regular,Spring,Plated,Upper Egypt,Moderate,33
Dairy,415,Wedding,425,Frozen,Occasional,Winter,Plated,Alexandria,Moderate,94
Bakery,307,Corporate,105,Room Temperature,Occasional,Autumn,Finger Food,Alexandria,Low,31
Vegetables,480,Birthday,362,Frozen,Regular,All Seasons,Finger Food,Upper Egypt,Low,9
Vegetables,407,Festival,514,Refrigerated,Regular,Spring,Buffet,Alexandria,Moderate,80
Dairy,203,Corporate,111,Room Temperature,Occasional,Spring,Buffet,Mansoura,Moderate,61
Meat,164,Birthday,438,Refrigerated,Occasional,Autumn,Buffet,Upper Egypt,Moderate,9
Bakery,440,Wedding,76,Frozen,Occasional,Summer,Plated,Giza,Low,48
Bakery,272,Festival,108,Refrigerated,Occasional,Summer,Plated,Mansoura,Moderate,78
Bakery,443,Wedding,216,Room Temperature,Occasional,Winter,Buffet,Cairo,Moderate,92
Fruits,93,Birthday,352,Room Temperature,Occasional,All Seasons,Plated,Alexandria,Moderate,39
Fruits,450,Corporate,177,Room Temperature,Occasional,Summer,Buffet,Mansoura,Moderate,7
Dairy,54,Festival,87,Room Temperature,Occasional,Autumn,Buffet,Mansoura,Low,79
Meat,191,Wedding,115,Room Temperature,Regular,Summer,Finger Food,Alexandria,Moderate,21
Vegetables,372,Birthday,200,Frozen,Regular,Winter,Buffet,Upper Egypt,Low,28
Bakery,490,Festival,374,Refrigerated,Regular,All Seasons,Plated,Alexandria,Moderate,7
Fruits,326,Corporate,290,Room Temperature,Regular,All Seasons,Plated,Mansoura,Low,70
Meat,171,Birthday,383,Frozen,Occasional,Spring,Buffet,Upper Egypt,Moderate,41
Vegetables,62,Wedding,418,Room Temperature,Occasional,Summer,Finger Food,Alexandria,High,8
Vegetables,238,Corporate,347,Refrigerated,Regular,All Seasons,Plated,Giza,Moderate,70
Bakery,451,Wedding,270,Room Temperature,Regular,Winter,Finger Food,Upper Egypt,Low,14
Vegetables,339,Festival,174,Frozen,Regular,Autumn,Finger Food,Upper Egypt,High,71
Dairy,212,Wedding,249,Frozen,Occasional,Winter,Finger Food,Giza,Moderate,34
Dairy,211,Corporate,296,Room Temperature,Occasional,Summer,Buffet,Alexandria,High,69
Meat,235,Festival,285,Room Temperature,Occasional,Winter,Plated,Giza,High,36
Dairy,395,Birthday,316,Room Temperature,Occasional,Summer,Buffet,Cairo,Moderate,58
Bakery,125,Festival,252,Refrigerated,Occasional,All Seasons,Buffet,Cairo,Moderate,38
